,question,answer,url,label
11149,강아지 약물인데 어떤약인지 기억이 안나네요 무슨 약 일까요..? ,"가장 정확한 것은 해당 동물병원 수의사 선생님께 여쭤보시는게 확실하겠죠. 반드시 전화통화 및 방문상담을 통해 확인작업을 해주실 것을 당부드립니다.  일단, 단독제재인지 혼합제재인지 모르겠습니다. 혹시나 소화기 문제 (구토 및 설사 등)로 처방받은 약물이라면.. 스멕타로 판단됩니다.  이 약물은 지속적인 설사, 소화불량, 구토 등의 증상을 보이는 환자에게 적용됩니다.  감사합니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=326087008
",강아지/약물/미상
22218,강아지가요누울때마다끙..거리고안아도끙..거리면서앓아요 그리고얼마전엔눈은뜨고앉아서끄으응소리를엄청 크게냇어요왜그런거죠? 어디아픈건가요? 그런데동물병원을못가는상황이라서요 어떻하죠 아픈건가요?? , 질문 내용 잘 확인했습니다 끙끙 거리는 것은 통증이 있기 때문입니다 이렇게 통증을 호소할 수 있는 경우의 수가 너무 많아 말씀해주신 내용만 가지고는 왜 아픈지 알 수가 없습니다. 병원에 못 데려가실 상황이라고 하시니 너무 걱정이 되네요 어떻게든 병원을 데리고 가실 수 있는 기회가 있으시길 바랍니다 감사합니다,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=220988940
",강아지/안구질환/황반변성증
17382,우리 두봉이 변에 피가 섞여 잇네요 어제 랍스터봉제인형 더듬이먹고 토해놧던데 그게 빨간색인형인데 그건 아닌거 같고 피맞는거 같은데 이거 문제없을까요 상태는 문제없는거 같은데ㅠ," 혈액성일 가능성도 있으나, 빨간색 인형의 색소 일부가 나온 것일 가능성도 있습니다. 아이 활력이 양호하고, 전체적인 변 상태도 양호하고, 변의 매우 일부분만 빨간색이기 때문에 일단 변 상태를 두세번 정도 더 지켜보는 것이 필요할 것 같습니다.  혈변의 경우, 크게 두 가지 원인으로 나눌 수 있습니다. 1. 항문과 관계된 경우  - 항문농, 항문종양, 회음부 허니아, 이물질 등등 2. 장과 관계된 경우  - 장염 : 원인을 알 수 없이 옴, 염증성 장염, 세균성(감염성) 장염, 스트레스,              회충 등과 같은 내부기생충,  종양, 이물질로 인한 장점막의 상처,              특정 약물을 투여받은 경우,  응고장애가 있는 경우  노령견에서는 드물게 종양과 관련되어 있기도 하고, 어린 강아지에서는 기생충 감염이 있을 때 나타나기도 합니다. 하지만 혈변의 가장 흔한 원인은 장염입니다. 보통 위장관염이 있을 때 혈변이나 혈액이 섞인 설사, 혹은 점액변 등을 보는 경우들이 있습니다. 이 때 변은 정말 선홍색의 혈액이 나오는 것을 관찰할 수 있습니다.  따라서 보호자분이 말씀해주시는 아이 증상들, 수의사 선생님의 신체검사, 수의사 선생님의 판단에 따라 분변검사나 방사선 촬영, 복부 초음파, 혈액검사 등을 토대로 정확한 진단이 내려지게 될 것입니다.  답변이 많은 도움이 되셨길 바랍니다. 감사합니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=263126790
",고양이/소화기질환/구토 후 혈변
5734,"강아지 심장사상충 치료 수의사님께 질문 드립니다. 저의 무지와 잘못으로 우리 강아지가 심장사상충에 감염되었습니다. 동물병원에 가서 약도 먹이고 주사도 척추에 두번인가 맞았습니다. 그런데도 자꾸 기침을 하고 그러고나면 기색도 없고 밥도 잘 안 먹고 그렇습니다. 그래서 또 병원에 가서 처방약 타서 먹이면 기침을 덜 하고 다시 활기도 찾고, 그러다 약이 끊기면 또 기침하고 힘들어 하고 언제까지 약을 먹여야 하는지요, 주사는 1월말경에 맞혔구요","료내역과 검사결과가 없는 상황에서  정확한 정보를 드리기란 쉽지 않다는 점 널리 헤어려 주시기 바랍니다. 일단 심장 초음파 검사, 흉부 방사선 촬영결과, 임상병리 검사결과가 매우 중요합니다. 아직까지 심장사상충이 있는지 없는지, 혈관에는 없고 심장에만 있는 경우가 가끔 있거든요. 또한, 심장사상충 치료환자중에는  기관지, 폐실질 손상이 심한 환자들이 있습니다. 요즘 우한폐렴(COVID19)에의한 폐 섬유화 그리고 합병증, 후유증으로 인한 사망이 문제가 되고 있습니다. 심장사상충 감염 환자중에는  혈전 발생, 폐섬유화, 폐침윤, 후천적 심장질환으로 고생하는 경우가 많습니다. 코로나 치료후에도 폐섬유화가 문제될 수 있는 것처럼 말이죠. 기침의 정도가 점점 심해지기 전에  치료후 호흡기계와 심혈관계 문제가 정상화되는게 맞는지  지속적으로 모니터링을 해주셔야 합니다. 감사합니다. 안녕히 계세요.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=349527868
",강아지/내장기 질환/심장사상충
18938,"고양이가 강아지를 자꾸 물려고 합니다. 슈퍼에서 고양이를 키우는데   손님중에 강아지를 데리고 오는 손님이 있을 경우  자꾸 강아지를 공격하여  물거나 할큅니다.  어떻게 하면 좋을지 , 난감합니다..... 방지할 방법이 없을 까요.. 슈퍼에  쥐가 있어서 고양이를 키우는 건데....",고양이 관리때문에 걱정이 많으시죠?   어려운 상황인데요. 고양이는 선천적으로 예민하고 독립적인 성격이라 낯선동물에 대해 경계심이 강합니다. 그래서 한쪽 공간에 고양이만의 장소를 만들어 주셔서 외부와 격리를 시켜 놓으시는게 좋을것 같습니다. 손님이 없을때는 풀어주시는 방법으로 키우셔야 할것 같습니다. 고양이의 건강을 기원합니다. 감사합니다.  ,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=234794516
",고양이/행동문제/공격적
6652,"고양이 임파선 및 혹 관련 문의요 2017년 08월 29일생입니다. 현재 5개월 조금 못 된 암컷 뱅갈냥입니다.   첫번째 사진은 2주전쯤 인데요 양다리 오금쪽에 콩알만한 혹이 있더라구요. 지식인 어느 수의사님께서 임파선에 생길수 있는 혹으로 지극히 정상적 소견이라고 더 커지는지 여부를 보고 진료를 받아보라하셨어요. 그게 아니라면 그냥 둬도 된다고... 그러고 몇일 후 접종때문에 병원갔는데 똑같이 말씀 하셨구요. 그후로 커지거나 그러지는 않았어요. 아파하지도 않고요. 안심하던 그때!! 두번째 사진 부위에도 혹이 만져져요.   그리고 3일전 오른쪽 턱과 귀쪽에 있는 목에 혹하나 발견.. 그러고 난 어제는 추가적으로 두개가 더 만져져요. 혹시나 다른 부분에 생겨났다 싶어 만져봤을때 없었거든요?  이게..... 그냥 하루만에 뚝딱 생길수 있는건가요? 역시 아파하지는 않구요. 밥먹고 배변이랑 자는거 노는거 다 잘해요. 정확한건 뭐 검사를 해봐야하지만 이런경우가 흔한가요?  참고사항은요. 종합접종은 4차, 광견병접종, 애드보킷 완료했구요. 비오칸엠 주사도 2회 맞았어요.  2개월때 입양해오며 링웜이 있었네요. 그래서 2개월 넘게 넥카라 착용중입니다. 현재 1주일에 한번 약 목욕 중 입니다. 간식으로는 테라코트환과 동결북어 간식으로 조금씩 주고있어요. 사료는 로얄캐닌과 이즈칸 섞여먹이구요. 다른 음식은 일체 안먹이구요 물 자주마셔요. 현재는 이갈이 진행 초기단계이구요. 혹을 제외하면 아무 이상 없이 애는 너무 잘 지내고 있어요. 아ㅠ 계속 여기저기 혹이 하나씩 생기는데 이상황을 어떻게 생각해야하는지ㅜ 자세한 건 병원을 가봐야알지만~ 그리고 병원도 갈거지만~ 무슨 이야기라도 듣고 싶어서요ㅠ 뭐가 문제일까요? 그냥 사람들 임파선에 컨디션 떨어지면 혹 올라오는 단순 그런 의미 일까요ㅠㅠ","전신적 컨디션 상황을 체크해 보시는게 좋을 것같네요. 요즘은 CBC 검사와 SAA 검사가 진행가능한 동물병원이 많으니까 ~ 꼭 받아보세요. 위의 검사들은 고양이 환자의 감염 및 염증반응을 확인해 보는 간단한 검사입니다.  만약에 필요하다면, 초음파 검사 또는 CT 촬영이 지시될 수 있습니다. 일단 아이의 신체검사가 가장 중요하므로,  보호자님은 아이의 임파선과 그 주위에대한 느낌을  꾸준히 모니터링 해주셔야 합니다.  (날짜별 기록을 하신다면 수의사에게 많은 도움이 됩니다.) - 전신컨디션 (식욕, 움직임, 호흡양상, 호흡수, 등) - 환부의 촉감, 열감, 크기 및 양상 등  아직 나이가 어리고 환자가 민감한 경우에 이럴 수도 있습니다. 너무 걱정하지마세요~ 감사합니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=291973839
",고양이/임파선 및 혹 관련 질환
21389,"강아지 구토관련 질문이요ㅠ 저희강아지가 오늘 3번째 예방접종주사를 두방이나 맞고 집에와서 오후에 아무런탈없이 사료와간식을먹고 지내다가 갑자기 지금 구토를 두번이나했어요ㅜ 얘가 석류를 조금 훔쳐먹었었는데 사료와 석류가 그대로토사물로나왔습니다.. 몸에 이상있는거 아니겠죠?? 전에 2번째 주사맞는날 동물병원 의사선생님께서 ""주사맞고 혹시 강아지가 토하던가요~?"" 하고 질문하셨었는데 그땐 아무증상없었는데ㅠㅠㅠ 약이독했던걸까요? 너무걱정됩니다 ㅠㅠ", 걱정이 많이 되시겠습니다 접종 후에 알러지 반응이 있는 경우 구토를 하거나 눈 주위나 입 주위의 점막이 붙거나 합니다 이는 약이 독한 것은 아니고 접종 주사액에 과민 반응을 보이는 것이니 접종한 병원에서 과민 반응을 줄여주는 처치를 받으시는 것을 추천드립니다 감사합니다,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=241585392
",강아지/구토/예방접종 부작용
10166,강아지가 발작 후에 쓰러졌어요 안녕하세요 일단 강아지는 12살된 시츄구요 어제 저녁에 제 옆에서 누워있다가 갑자기 크게 신음소리를 내면서 30초 정도 몸을 베베 꼬더라고요. 그때 방귀도 살짝 나왔어요. 그래서 제가 일단 안아줬는데 갑자기 몸이 축 늘어지면서 숨을 안쉬었어요. 심장도 만져보니 안뛰고ㅠㅠ 그래서 눕혀놓고 계속 이름 불러주니까 한 20초 정도 기절한 상태로 있다가 다시 눈뜨고 숨을 쉬더라구요. 그래서 좀 진정시키고 간식 주니까 평소처럼 다시 일어나서 잘먹었어요. 노견이긴 한데 또 이럴까봐 걱정되네요. 이런 적이 처음이라ㅠㅠ이유가 따로 있을까요?,"일반적으로 강아지가 경련이나 발작을 하는 경우는 뇌와 같은 신경계질환이나 간질환, 심장질환, 호르몬질환에 의해 발생할 수 있습니다. 방치하게 되면 발작횟수가 빈번해 지고 발작시간이 점점 늘어나며 상황은 더욱 악화될 수 있습니다. 상황이 지속된다면 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=431539260
",강아지/신경계질환/발작 
11611,"애완견 안락사 도움을 요청드립니다.  3년전 지인이 키우던 올드잉글리쉬쉽독을 맡아 키우고 있습니다. 제 지인은 분양받아 아파트에서 키우다 개가 너무 커지자 애견학교에 6개월을 위탁하였으나 그 비용을 부담하기가 너무 힘들어 제게 부탁해 제가 키우게 되었습니다.  불쌍하고 안되어 3년전부터 테리를 제가 집으로 데려와 키우고 있는데, 집에 데려와보니 테리는 사람을 무는 개였습니다. 지인의 말에 의하면 애견학교에 가기전에는 그런 일이 없었다는데... 어찌됐든 개가 워낙 크기에 사람을 물면 대형사고로 이어지고, 저 이외의 저희집 모든 식구를 한번 이상씩은 물었고 마스크를 하고 산책을 나가서도 개가 너무 힘이 강해 여러번 사고를 쳤습니다.  몇일전에는 지나가던 일톤트럭의 천막을 물어뜯어 보상해주기도 하였고, 출장애견훈련사 분들을 4번 모셨었으나 모두 5분안에 포기하고 돌아가셨습니다.  제가 해외출장과 지방출장이 잦은 관계로 털관리를 못해주었더니, 심하게 엉키고 냄새도 심하고해서 미용도 마취를하고 할수밖에 없었는데 이제는 그마저도 불가능한 상황이 되었습니다.  집안에 우환도 있고, 저 역시 개때문에 정상적인 사회생활을 할수 없는 지경에까지 이르러 각종 동물구조단체나 동물보호단체에 도움을 요청해보았으나, 그 어떤 단체도 뾰족한 답을 주시지 못하더군요.. 그래서 어쩔수없이 안락사를 생각해보게 되었습니다.  저와 같은 상황에서 안락사를 시행할 수 있는지? 안락사를 시행하는 기관이나 절차?에 대해 아니면 저의 이 문제에 도움을 주실 수 있는 방법이 있다면 답변 부탁드리겠습니다.","서양에서 동물 안락사의 개념 규정은 명확합니다. 1. 인간에게 공격성을 띄는데, 보호자외에 다른 사람에게 수회이상 피해를 줬었는지 여부    또한 통제불능으로 인간에게 신체적 고통 / 정신적 공포감을 줄 수 있는 상황인지.   : 심지어 현장에서 총살하는 사례도 있습니다.  2. 환자 (반려동물)가 현재 앓고 있는 질환이 보호자가 감당할 수 없는 지경에 이르렀을때  - 경제적 상황 : 고비용의 내과적 / 외과적 처치를 진행하기에 경제적 어려움이 있을 경우  - 심리적 상황 : 환자의 치료는 진행하고 있으나, 환자가 겪는 육체적 / 정신적 고통이 극에달해    도저히 지켜볼 수 없는 상황이라면, 차라리 고통없이 환자를 보내줘야 할때   (예를 들어, 종양 및 암의 말기, 교통사고 및 낙상에의해 주요장기의 외상성 손상이 심할때,    발작 및 경련에 대한 약물학적 관리가 더이상 불가능 할때, 주요장기의 손상이 말기일 경우 등)  - 육체적 상황 : 보호자 본인의 신체가 불편한 경우.    또는 반려동물 환자 치료를 위해 관심과 열정을 쏟기에는 시간적 여유가 없을 경우.  - 환자의 객관적인 검사결과를 놓고 주치 수의사가 판단했을때,    더이상의 검사 및 치료가 무의미하고 환자와 보호자에게 성과를 기대할 수 없는 경우.  3. 해외 이민, 거주지 이동(이사)를 해야하는데, 다른 사람에게조차 맡길 수 없는 경우  - 타인에게 맡겼을 경우, 아이의 안녕을 기대할 수 없는 상황    : 재입양을 결정한 분이 키울 수 있는 환경이 안되거나, 관심과 열정 그리고 시간할애를 하기에     벅찰 수 있는 상황  - 불필요한 가혹행위 및 무관심에 의해 환자의 심리적 육체적 건강에 유해할 가능성이 있을 경우  4. 산업동물에서 명백한 법정전염병 감염이 확인되어, 생산성이 떨어지고 공중보건 위생에 심각한   악영향이 예상될 경우  (예를들어, 우리나라의 MERS, AI 파동, 구제역 파동 등을 예로 들을 수 있습니다.)  위의 4가지 정도가 동물을 안락사하게 되는 사유가 됩니다. 글쓴님의 경우 1번내지 3번 정도 해당된다고 볼 수 있겠네요.  안타까운 일이지만, 인간의 행복추구권 및 동물의 복지를 감안한다면 현재의 상황은 동물의 복지도 보장할 수 없고, 글쓴님의 행복할 권리도 희생해야 하는 처치입니다. 객관적으로 말씀드려 더이상 인간적인 보살핌이 불가능하다면 안락사를 결정해야 하는 것이 맞을 수도 있습니다.  주위 동물병원 수의사 선생님과 인도적 차원과 현실적 평가를 논의해 보세요. 서로 배치되는 상태이긴 하지만, 귀하의 가정과 아이의 안녕을 위해 최상의 결정을 모색할 수 있으리라 생각됩니다.  안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=274640609
",강아지/행동문제/공격성
18282,강아지 똥꼬 피 항문낭 파열이 계속 재발해서 결국 항문낭 제거 수술을 했는데 한 2-3주가 지나고 이번주?부터 똥을 싸면 똥꼬에 피가 있더라구요 철철나는 건 아니구요 사람이 변비 걸리면 피가 묻어나오는것 처럼 병원에 가봐야 할까요?,강아지의 이상증상에 걱정이 많으시죠? 변을 볼때마다 변에 피가 묻어 나오는 것이라면 문제가 있을 가능성이 높습니다. 가능하시면 수술했던 동물병원에 문의하시거나 진료를 받아보시는 것을 권해 드립니다. 강아지의 건강을 기원합니다. 감사합니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=246552568
",강아지/항문낭질환/항문낭 제거 수술 후 항문출혈 등의 증상 관련 질문
14466,고양이 구토 월 고양이가 한 3일정도 밥을 먹지 않고요... 토도 한 3번정도 했어요 밥을 하도 안먹길래 츄르 줘봤는데 잘 먹다가 물이랑 츄르만 구역질 하기도 하고요 그런데 아파보이거나 기운이 없진 않고 너무너무 활발해요... 어제까진 토 하다 오늘은 토는 안 하기는 하는데 ... 아 그리고 소변이 냄새도 많이 나고 색이 더 진해요 이건 물도 토래서 물을 못막아서 그런거 같긴한데 구토 혹시 원인이 무엇일까요 ㅠㅠㅠ???,"고양이가 구토를 자주한다면 뭔가 몸에 이상이 없는지 의심해봐야 합니다.  단순 위장염부터, 췌장염, 이물 등 여러가지 원인이 있을 수 있기에 증상이 지속된다면 반드시 병원에 가서 검사를 받기를 권장해드립니다. 감사합니다. ","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=357565092
",고양이/위생/구토
9069,강아지 배에 혹이 생겼어요 만져보니 물렁물렁하구요 아파하지는 않았어요 강아지 종은 닥스훈트 나이는 8살 중성화수술 하였구요  배에 생긴 혹이 나쁜건지 생명에 지장 있는건지 궁금하구요 수술 해야 하는건지 답변 기다리고 있겠습니다 ,"확한 사항은 직접 확인을 해봐야 알 수 있습니다. 하지만, 급한 마음에 순수한 궁금증으로 물어보셨을거라 간주하고 답해드리겠습니다. 1. 형태학적으로, 어렸을때 중성화 수술이 진행되었다는 가정하에     : 지방종일 가능성이 높아보입니다. 2. 일반적으로 지방종이 독립적인 구조이며, 작고 한개일 경우에는      : 상태를 지켜봅니다. 3. 하지만, 수술을 반드시 고려해야하는 경우는 !!    - 다른 부위에서도 병발할 경우    - 지방종이 주변조직에 침윤 / 침습되는 양상을 보일때    - 지방종이 주변조직의 기능에 영향을 줄때    - 단기간에 그 크기가 점점 커지는 양상을 보일때 여기서 주의하실 것은  지방종 가능성에대해서만 언급한 것이므로, 인근 동물병원 수의사 선생님의 관찰, 신체검사 및 소견이 더 중요합니다. 전혀 다른 종류의 종양일 수도 있고, 수술이 지시될 수도 있으니 제 주관적 의견은 어디까지나 참고만 하시길 바랍니다. 큰 문제없이 빠르고 정확한 진단과 효과적인 처치로  근심이 해결될 수 있기를 기원합니다. 감사합니다. 안녕히 계세요.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=335824669
",강아지/피부질환/혹
21520,강아지 발치&스케일링 비용 반려견 발치와 스케일링을 받았는데 부가세 합친 총비용이 44만원 정도 들었어요.  상담을 먼저 받고 수술을 했는데 상담받을 때는 노령견이라 마취를 해도 되는지 마취전 검사 같은거 (혈액이나 x-ray 같은거)하고 + 호흡마취 +스케일링+ 발치까지 다합쳐서 상담 받았을땐 32만원이 나왔는데 수술한 날에 추가비용이 12만원이 더 나왔습니다. 어금니 1개 일반이빨 5개 정도 발치를 하고 스케일링을 했는데. 원래 강아지 발치&스케일링 비용이 44만원 정도 나오나요, 비용부분은 지역과 병원마다 조금씩 상이할 수 있습니다. 하지만 반려견의 스케일링을 진행하려면 마취가 반드시 필요합니다. 따라서 마취전 검사는 노령견뿐만 아니라 건강한 아이도 진행하는 것이 불의의 사고를 예방하는데 많은 도움이 됩니다. 물론 반려견의 나이 및 건강상태에 따라 검사항목이 달라질 수는 있습니다. 사람과 다르게 반려견에서는 발치 혹은 스케일링외 치과치료부분은 사전에 정확히 확인 할 수 없어 추가비용이 충분히 발생할 수 있습니다. 질문에 도움이 되셨길 바라겠습니다. ,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=238738024
",강아지/치과질환/발치&스케일링
8546,혹시 강아지 중성화 수술 할려고 하는데 생리 하고 중성화 수술 하는게 좋을까요?? 답변 부탁드립니다 ,"강아지나 고양이는 수컷, 암컷 모두 중성화수술이 필요합니다. 수컷의 경우에는 행동장애와 전립선염, 전립선암, 항문선종과 같은 생식기질환을 예방하고 암컷은 생리와 유선종양, 자궁축농증, 난소종양과 같은 생식기질환을 예방할 수 있습니다. 일반적으로 중성화수술 시기는 첫 생리 전 생후 7개월 령을 추천하고 만약 생리중이라면 생리종료 일주일 후 시행하시기 바랍니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=370798331
",강아지/중성화 수술/생리
21689,개 어디가 아픈걸까요 ㅠㅠ 시댁 농장에서 기르는 개입니다. 실내가 아닌 마당에서 키우고 있고요  얼마전부터 양쪽 눈밑과 콧등이 짓무르는듯 했다는데 오늘 제가 와서 보니 피까지 나는것같은데 흐르는건 아니지만 피가 비쳐서 빨개요  병원에 데려갔으면 좋겠는데 시부모님은 그냥 피부병일꺼라고 별로 심각하게 생각 안하세요..ㅜ  왜그런걸까요?? 사람 연고를 발라주셨다는데 그것때문에 더 악화되는건 아닐까요 ㅜㅜ?, 질문하신 내용 잘 확인했습니다 피부 자체를 검사해 보지 않는 다면 원인은 판단하기는 어렵습니다 다만 좌우 대칭적이고 피부 병변이 깊은 것으로 보아서는 단순한 세균성 피부 잘환이 아닐 가능성이 높아 보입니다. 이런 경우 스테로이드성 연고을 발라 주실 경우 더 심해 질 수도 있으므로 정확한 진단을 바탕으로 치료가 진행되어야 할 것 같습니다 감사합니다,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=233254126
",강아지/피부질환/알러지
13607,말티즈 강아지 쓸개골 탈구 2.5기정도 된다는데 수술을 하면 원활하게 걷고 뛰어다니는게 가능한가요? 다리를 굽히는걸 힘들어하며 마사지를 해주면 뚝뚝 소리가 납니다.. ,슬개골 탈구 2-3기는 수술을 많이 하는 단계이며 현재 뚝뚝 소리가 난다면 통증이 있는 상태 입니다. 수술 후 재활을 잘해주면 정상적인 보행이 가능합니다. 참고하세요. 감사합니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=329514145
",강아지/관절질환/쓸개골 탈구
8921,암컷 고양이 중성화 질문  안녕하세요. 6-7살 된 암컷 집고양이 집사입니다. 저희 고양이는 아직까지 중성화 수술을 안 받았는데요...ㅠㅠ 교배하지 않으려면 중성화 하는 게 좋다는 건 알지만 저희 가족도 그렇고 중성화 안 하자는 입장이라 중성화를 못 시켰습니다...  지금이라도 중성화 수술을 하는 게 낫지 않을까 하는 마음입니다.  6-7살이면 적은 나이도 아닌데 지금 수술하기엔 고양이가 많이 힘들어하지는 않을까 걱정돼요.ㅠㅠ ,"중성화수술은 암컷의 경우 발정에 의한 스트레스, 행동장애, 자궁축농증, 유선종양, 난소종양과 같은 생식기 질환을 예방합니다. 연령을 고려하면 다소 늦은감은 있지만 건강을 위해 지금이라도 중성화수술을 시키시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=321888529
",고양이/중성화/질문 없음
9749,강아지 간암 문의드립니다 며칠전에 아빠가 치와와 배가 빵빵하다고 병원 데려가야겠다고 하더라구요 오늘 병원가니 큰 동물병원 가래서 가서 사진찍고 하니 간암이랍니다 간이 터져서 수술도 못한답니다 복수가 차서 배가 빵빵하대요 아빠말론 갑자기 배가 빵빵해졌다고... 아직 6살밖에 안됐는데... 아빠말론 밥도 잘먹고 아무 증상이 없었다는데... 방법이 없나요? 지금 상황에선... 안락사가 좀 더 편안할까요? 답변 부탁드립니다...,"CT 촬영이 진행되었나요? 수술적 절제가 가능한지 평가가 필요해 보입니다. 간 전체에 퍼져있는 종양은 제거가 매우 어렵고, 간엽에 국한되어있는 낭종 및 종양은 절제가  가능합니다.  해당 동물병원 수의사 선생님께 정확한 소견을 물어보세요. 아직 CT 촬영이 진행되지 않았다면, CT촬영 먼저 하시구요.  큰 문제없이 빠르고 정확한 진단과 효과적인 처치 / 처방으로 남은 일생을 편안하게 보낼 수 있기를  기원합니다. 안녕히 계세요","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=272206766
",강아지/내장질환/간암
2533,강아지 중성화 수술후 대소변 못볼수도 있나요? ,일반적으로 중성화수술 후 배뇨 및 배변장애를 보이는 경우는 없으니 너무 걱정하지 않으셔도 될 것 같습니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=324590465
",강아지/비뇨기계질환/방광염
20952,문의드립니다 눈물자국도심하고 귀에서냄새도심해요 면봉으로파면 갈색의덩어리들이뭍어나오고요ㅠㅠ 발도계속핱아서털주변이변색됩니다, 면봉에 갈색 귀지가 묻어나온다면 효모균 감염이 의심되고 발을 계속 핥는 것은 알러지의 가능성이 있습니다. 병원에 내원하셔서 검사를 받아보세요. 감사합니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=210468747
",강아지/귀/이염
17938,각막궤양 몇 가지 질문있어요... 병원에서 눈을 벌려보더니 각막궤양이라 하더군요 심하대요 통증도 심했을 거라고... 각막이 다시 차오르려면 4주는 걸리겠다고 하더라구요. 4주도 주인의 정성에 따라 다르다면서.... 울 개는 아파도 말 못하고 있는데..주인인 저는 술먹고 주말동안 맛있다고 혼자 밥 먹고 제 자신을 매우 탓합니다ㅠㅠ 살아오면서 평소에 속눈썹이 찔러 충혈되고 그런 적이 몇 번 있어서 이번에도 그런 줄 알았어요.......이렇게 심할지 몰랐습니다.... 토 일 이틀 동안 밥을 아예 안 먹던 애가 병원가서 주사맞고 안약맞고 약 먹었다구 집와서 밥을 맛있게 먹더라구요....눈물.... (제 탓이에요..눈 못뜰 때 바로 병원을 갓어야 햇는데..)  질문..☆  1. 넥칼라를 끼워주시며 4주 동안 절대 빼지 마라고 했는데(물이나 밥도 이왕이면 직접 먹여주라고..) 물이나 밥는 둘째 치고 잠잘 때가 문제더라구요ㅠㅠ 저희 개가 작고 1.8키로인데 넥칼라가 상대적으로 큰 것 같아요... 자려고 자리 잡으려는 과정에 (제 배위에가 침대바닥으로 내려오다가) 넥칼라가 바닥에 닿으면서 체리 목에 컥-걸려 기침하고..... 옆에서 지켜보는 데 얘가 잠자는 자세를 못 잡아요ㅠㅠ 첨부터 옆으로 걍 누워서 잤음 좋겠는데 저희 개가 처음 잘 때는 몸 말아 웅크리고 지가 편하고 맘에 들면 한숨 한 번 쉬고 자거든요ㅠㅠ 근데 넥칼러 땜에 안 되니 앉아서 졸더라고요 ... 또 제가 잠들었을 때 제 배위에 올라왔다가 내려가면서 목에 걸리지 모르구요.. 수의사쌤은 절대 빼지 마라고 하셨지만 빼면 안 될까요...???????? (하루 종일 껴안고 지켜보며 살 예정..) 지켜보면 눈을 비비거나 긁으랴고 애쓰지는 않아요... 또 물 먹을 때나 밥 먹을때나 안약 넣을 때 넥칼라 빼는데 빼고 끼는 과정에서 체리가 오도방정 떨고요...   2. 시력이 안 좋아 진 것 같아요... 멀뚱멀뚱 가만히 서 있고 엉뚱한 데로 가고 어제는 가다가 벽에 박아서 놀래고 그러더라구요... 물이 어디있는지 알고 찾아가는 거 보면 보이긴 보이는데 시력이 많이 나빠진 것 같아요ㅠㅠ 각막궤양 치료되면 시력 돌아오긴 하나요ㅠㅠㅠ??????????? 동물농장에서 본게 있어서 제가 손바닥으로 멀리있다 가까이휙휙 해보니 각막궤양있는 눈은 제가 아무리 해도 눈을 안 깜빡여요ㅠㅠ눈 아프기 전 까지는 깜빡엿거든요..... 하.... 나이가 12살이고 다른 쪽 눈도 뿌옇게 변해서 시력이 정상은 아닐 텐데..반대편 눈이 각막궤양...하... 어제는 아예 못 뜨는 눈 오늘은 완벽하게는 아니더라도 크게 뜨긴 뜨더라구요. 밥도 욕심부리며 잘 먹고... 눈물은 흐르지만 어제처럼 노랗고 콧물같은 점액질의 눈곱도 아예 없어지고... 근데 시력이.......    질문에 답변 부탁드립니다,넥칼라는 치료 종료될때까지 유지해주세요. 점안처치 후의 자극감이나 기타 통증 등으로 스스로 비비다가 상처가 심해질 수 있습니다. 각막궤양으로도 안내염으로 진행될 수 있어 심한 경우 시력을 잃기도 합니다. 잘 치료받으시고 빠른 회복 바랍니다. 감사합니다.,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=252494991
",강아지/안과질환/각막궤양
